"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2020","AQS","410292129","1","9","ug/m3 SC","8","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"01/04/2020","AQS","410292129","7","11","ug/m3 SC","10","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"01/10/2020","AQS","410292129","7","16","ug/m3 SC","15","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"01/16/2020","AQS","410292129","7","9","ug/m3 SC","8","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"01/22/2020","AQS","410292129","7","14","ug/m3 SC","13","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"01/28/2020","AQS","410292129","7","5","ug/m3 SC","5","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"02/03/2020","AQS","410292129","7","14","ug/m3 SC","13","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"02/09/2020","AQS","410292129","7","14","ug/m3 SC","13","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"02/15/2020","AQS","410292129","7","19","ug/m3 SC","18","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"02/21/2020","AQS","410292129","7","29","ug/m3 SC","27","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"02/27/2020","AQS","410292129","7","27","ug/m3 SC","25","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"03/04/2020","AQS","410292129","7","20","ug/m3 SC","19","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"03/10/2020","AQS","410292129","7","14","ug/m3 SC","13","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"03/16/2020","AQS","410292129","7","7","ug/m3 SC","6","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"03/22/2020","AQS","410292129","7","11","ug/m3 SC","10","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"03/28/2020","AQS","410292129","7","10","ug/m3 SC","9","Medford, Welch and Jackson.","1","100.0000","81102","PM10 Total 0-10um STP","32780","Medford, OR","41","Oregon","029","Jackson","42.33155","-122.880266"
"01/01/2020","AQS","410350004","1","6","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/02/2020","AQS","410350004","1","20","ug/m3 SC","19","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/03/2020","AQS","410350004","1","36","ug/m3 SC","33","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/04/2020","AQS","410350004","1","12","ug/m3 SC","11","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/05/2020","AQS","410350004","1","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/06/2020","AQS","410350004","1","26","ug/m3 SC","24","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/07/2020","AQS","410350004","1","39","ug/m3 SC","36","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/08/2020","AQS","410350004","1","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/09/2020","AQS","410350004","1","12","ug/m3 SC","11","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/10/2020","AQS","410350004","1","17","ug/m3 SC","16","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/11/2020","AQS","410350004","1","6","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/12/2020","AQS","410350004","1","5","ug/m3 SC","5","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/13/2020","AQS","410350004","1","5","ug/m3 SC","5","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/14/2020","AQS","410350004","1","8","ug/m3 SC","7","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/15/2020","AQS","410350004","1","33","ug/m3 SC","31","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/16/2020","AQS","410350004","1","12","ug/m3 SC","11","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/17/2020","AQS","410350004","1","10","ug/m3 SC","9","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/18/2020","AQS","410350004","1","16","ug/m3 SC","15","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/19/2020","AQS","410350004","1","27","ug/m3 SC","25","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/20/2020","AQS","410350004","1","20","ug/m3 SC","19","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/21/2020","AQS","410350004","1","8","ug/m3 SC","7","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/22/2020","AQS","410350004","1","40","ug/m3 SC","37","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/23/2020","AQS","410350004","1","44","ug/m3 SC","41","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/24/2020","AQS","410350004","1","35","ug/m3 SC","32","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/25/2020","AQS","410350004","1","25","ug/m3 SC","23","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/26/2020","AQS","410350004","1","9","ug/m3 SC","8","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/27/2020","AQS","410350004","1","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/28/2020","AQS","410350004","1","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/29/2020","AQS","410350004","1","29","ug/m3 SC","27","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/30/2020","AQS","410350004","1","36","ug/m3 SC","33","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/31/2020","AQS","410350004","1","68","ug/m3 SC","57","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/04/2020","AQS","410350004","1","27","ug/m3 SC","25","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/05/2020","AQS","410350004","1","22","ug/m3 SC","20","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/06/2020","AQS","410350004","1","37","ug/m3 SC","34","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/07/2020","AQS","410350004","1","31","ug/m3 SC","29","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/08/2020","AQS","410350004","1","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/09/2020","AQS","410350004","1","17","ug/m3 SC","16","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/10/2020","AQS","410350004","1","39","ug/m3 SC","36","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/11/2020","AQS","410350004","1","26","ug/m3 SC","24","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/12/2020","AQS","410350004","1","45","ug/m3 SC","42","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/13/2020","AQS","410350004","1","42","ug/m3 SC","39","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/14/2020","AQS","410350004","1","19","ug/m3 SC","18","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/15/2020","AQS","410350004","1","17","ug/m3 SC","16","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/16/2020","AQS","410350004","1","14","ug/m3 SC","13","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/17/2020","AQS","410350004","1","28","ug/m3 SC","26","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/18/2020","AQS","410350004","1","34","ug/m3 SC","31","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/19/2020","AQS","410350004","1","19","ug/m3 SC","18","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/20/2020","AQS","410350004","1","23","ug/m3 SC","21","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/21/2020","AQS","410350004","1","44","ug/m3 SC","41","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/22/2020","AQS","410350004","1","40","ug/m3 SC","37","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/23/2020","AQS","410350004","1","31","ug/m3 SC","29","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/24/2020","AQS","410350004","1","23","ug/m3 SC","21","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/25/2020","AQS","410350004","1","46","ug/m3 SC","43","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/26/2020","AQS","410350004","1","48","ug/m3 SC","44","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/27/2020","AQS","410350004","1","34","ug/m3 SC","31","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/28/2020","AQS","410350004","1","35","ug/m3 SC","32","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/29/2020","AQS","410350004","1","10","ug/m3 SC","9","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/01/2020","AQS","410350004","1","16","ug/m3 SC","15","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/02/2020","AQS","410350004","1","30","ug/m3 SC","28","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/03/2020","AQS","410350004","1","26","ug/m3 SC","24","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/04/2020","AQS","410350004","1","36","ug/m3 SC","33","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/05/2020","AQS","410350004","1","42","ug/m3 SC","39","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/06/2020","AQS","410350004","1","33","ug/m3 SC","31","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/07/2020","AQS","410350004","1","8","ug/m3 SC","7","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/08/2020","AQS","410350004","1","11","ug/m3 SC","10","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/09/2020","AQS","410350004","1","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/10/2020","AQS","410350004","1","25","ug/m3 SC","23","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/11/2020","AQS","410350004","1","19","ug/m3 SC","18","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/12/2020","AQS","410350004","1","23","ug/m3 SC","21","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/13/2020","AQS","410350004","1","21","ug/m3 SC","19","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/14/2020","AQS","410350004","1","8","ug/m3 SC","7","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/15/2020","AQS","410350004","1","5","ug/m3 SC","5","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/16/2020","AQS","410350004","1","9","ug/m3 SC","8","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/17/2020","AQS","410350004","1","10","ug/m3 SC","9","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/18/2020","AQS","410350004","1","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/19/2020","AQS","410350004","1","30","ug/m3 SC","28","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/20/2020","AQS","410350004","1","34","ug/m3 SC","31","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/21/2020","AQS","410350004","1","27","ug/m3 SC","25","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/22/2020","AQS","410350004","1","29","ug/m3 SC","27","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/23/2020","AQS","410350004","1","16","ug/m3 SC","15","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/24/2020","AQS","410350004","1","9","ug/m3 SC","8","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/25/2020","AQS","410350004","1","10","ug/m3 SC","9","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/26/2020","AQS","410350004","1","20","ug/m3 SC","19","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/27/2020","AQS","410350004","1","25","ug/m3 SC","23","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/28/2020","AQS","410350004","1","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/29/2020","AQS","410350004","1","6","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/30/2020","AQS","410350004","1","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/31/2020","AQS","410350004","1","4","ug/m3 SC","4","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/04/2020","AQS","410350004","2","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/10/2020","AQS","410350004","2","10","ug/m3 SC","9","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/16/2020","AQS","410350004","2","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/22/2020","AQS","410350004","2","28","ug/m3 SC","26","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"01/28/2020","AQS","410350004","2","9","ug/m3 SC","8","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/03/2020","AQS","410350004","2","11","ug/m3 SC","10","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/09/2020","AQS","410350004","2","15","ug/m3 SC","14","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/15/2020","AQS","410350004","2","9","ug/m3 SC","8","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/21/2020","AQS","410350004","2","36","ug/m3 SC","33","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"02/27/2020","AQS","410350004","2","30","ug/m3 SC","28","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/04/2020","AQS","410350004","2","26","ug/m3 SC","24","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/10/2020","AQS","410350004","2","17","ug/m3 SC","16","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/16/2020","AQS","410350004","2","5","ug/m3 SC","5","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/22/2020","AQS","410350004","2","16","ug/m3 SC","15","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"03/28/2020","AQS","410350004","2","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"04/03/2020","AQS","410350004","2","10","ug/m3 SC","9","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"04/09/2020","AQS","410350004","2","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"04/15/2020","AQS","410350004","2","11","ug/m3 SC","10","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"04/21/2020","AQS","410350004","2","13","ug/m3 SC","12","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"04/27/2020","AQS","410350004","2","8","ug/m3 SC","7","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"05/09/2020","AQS","410350004","2","18","ug/m3 SC","17","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"05/15/2020","AQS","410350004","2","7","ug/m3 SC","6","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
"05/21/2020","AQS","410350004","2","4","ug/m3 SC","4","Klamath Falls - Peterson School","1","100.0000","81102","PM10 Total 0-10um STP","28900","Klamath Falls, OR","41","Oregon","035","Klamath","42.190296","-121.731369"
